name,field,branches,cutoff,category,location,Year
Saboo Siddik Polytechnic Byculla,Diploma,Civil Engineering,57%,ST,Mumbai Maharashtra,2025
Saboo Siddik Polytechnic Byculla,Diploma,Mechanical Engineering,72%,General,Mumbai Maharashtra,2025
Saboo Siddik Polytechnic Byculla,Diploma,Mechanical Engineering,68%,OBC,Mumbai Maharashtra,2025
Saboo Siddik Polytechnic Byculla,Diploma,Mechanical Engineering,63%,SC,Mumbai Maharashtra,2025
Saboo Siddik Polytechnic Byculla,Diploma,Mechanical Engineering,59%,ST,Mumbai Maharashtra,2025
Saboo Siddik Polytechnic Byculla,Diploma,Automobile Engineering,68%,General,Mumbai Maharashtra,2025
Saboo Siddik Polytechnic Byculla,Diploma,Automobile Engineering,64%,OBC,Mumbai Maharashtra,2025
Saboo Siddik Polytechnic Byculla,Diploma,Automobile Engineering,59%,SC,Mumbai Maharashtra,2025
Saboo Siddik Polytechnic Byculla,Diploma,Automobile Engineering,55%,ST,Mumbai Maharashtra,2025
Pillai Polytechnic New Panvel,Diploma,Computer Engineering,82%,General,Navi Mumbai Maharashtra,2025
Pillai Polytechnic New Panvel,Diploma,Computer Engineering,78%,OBC,Navi Mumbai Maharashtra,2025
Pillai Polytechnic New Panvel,Diploma,Computer Engineering,72%,SC,Navi Mumbai Maharashtra,2025
Pillai Polytechnic New Panvel,Diploma,Computer Engineering,68%,ST,Navi Mumbai Maharashtra,2025
Pillai Polytechnic New Panvel,Diploma,Information Technology,80%,General,Navi Mumbai Maharashtra,2025
Pillai Polytechnic New Panvel,Diploma,Information Technology,76%,OBC,Navi Mumbai Maharashtra,2025
Pillai Polytechnic New Panvel,Diploma,Information Technology,70%,SC,Navi Mumbai Maharashtra,2025
Pillai Polytechnic New Panvel,Diploma,Information Technology,66%,ST,Navi Mumbai Maharashtra,2025
SIES Graduate School of Technology Nerul,Diploma,Electronics Engineering,78%,General,Navi Mumbai Maharashtra,2025
SIES Graduate School of Technology Nerul,Diploma,Electronics Engineering,74%,OBC,Navi Mumbai Maharashtra,2025
SIES Graduate School of Technology Nerul,Diploma,Electronics Engineering,69%,SC,Navi Mumbai Maharashtra,2025
SIES Graduate School of Technology Nerul,Diploma,Electronics Engineering,65%,ST,Navi Mumbai Maharashtra,2025
SIES Graduate School of Technology Nerul,Diploma,Electrical Engineering,76%,General,Navi Mumbai Maharashtra,2025
SIES Graduate School of Technology Nerul,Diploma,Electrical Engineering,72%,OBC,Navi Mumbai Maharashtra,2025
SIES Graduate School of Technology Nerul,Diploma,Electrical Engineering,67%,SC,Navi Mumbai Maharashtra,2025
SIES Graduate School of Technology Nerul,Diploma,Electrical Engineering,63%,ST,Navi Mumbai Maharashtra,2025
Terna Polytechnic Nerul,Diploma,Mechanical Engineering,74%,General,Navi Mumbai Maharashtra,2025
Terna Polytechnic Nerul,Diploma,Mechanical Engineering,70%,OBC,Navi Mumbai Maharashtra,2025
Terna Polytechnic Nerul,Diploma,Mechanical Engineering,65%,SC,Navi Mumbai Maharashtra,2025
Terna Polytechnic Nerul,Diploma,Mechanical Engineering,61%,ST,Navi Mumbai Maharashtra,2025
Terna Polytechnic Nerul,Diploma,Civil Engineering,72%,General,Navi Mumbai Maharashtra,2025
Terna Polytechnic Nerul,Diploma,Civil Engineering,68%,OBC,Navi Mumbai Maharashtra,2025
Terna Polytechnic Nerul,Diploma,Civil Engineering,63%,SC,Navi Mumbai Maharashtra,2025
Terna Polytechnic Nerul,Diploma,Civil Engineering,59%,ST,Navi Mumbai Maharashtra,2025
Government Polytechnic Thane,Diploma,Computer Engineering,78%,General,Thane Maharashtra,2025
Government Polytechnic Thane,Diploma,Computer Engineering,74%,OBC,Thane Maharashtra,2025
Government Polytechnic Thane,Diploma,Computer Engineering,68%,SC,Thane Maharashtra,2025
Government Polytechnic Thane,Diploma,Computer Engineering,64%,ST,Thane Maharashtra,2025
Government Polytechnic Thane,Diploma,Information Technology,76%,General,Thane Maharashtra,2025
Government Polytechnic Thane,Diploma,Information Technology,72%,OBC,Thane Maharashtra,2025
Government Polytechnic Thane,Diploma,Information Technology,67%,SC,Thane Maharashtra,2025
Government Polytechnic Thane,Diploma,Information Technology,63%,ST,Thane Maharashtra,2025
Agnel Polytechnic Vashi,Diploma,Mechanical Engineering,84%,General,Navi Mumbai Maharashtra,2025
Agnel Polytechnic Vashi,Diploma,Mechanical Engineering,80%,OBC,Navi Mumbai Maharashtra,2025
Agnel Polytechnic Vashi,Diploma,Mechanical Engineering,74%,SC,Navi Mumbai Maharashtra,2025
Agnel Polytechnic Vashi,Diploma,Mechanical Engineering,70%,ST,Navi Mumbai Maharashtra,2025
Agnel Polytechnic Vashi,Diploma,Electronics Engineering,82%,General,Navi Mumbai Maharashtra,2025
Agnel Polytechnic Vashi,Diploma,Electronics Engineering,78%,OBC,Navi Mumbai Maharashtra,2025
Agnel Polytechnic Vashi,Diploma,Electronics Engineering,72%,SC,Navi Mumbai Maharashtra,2025
Agnel Polytechnic Vashi,Diploma,Electronics Engineering,68%,ST,Navi Mumbai Maharashtra,2025
Shivajirao S Jondhale Polytechnic Dombivli,Diploma,Electrical Engineering,70%,General,Thane Maharashtra,2025
Shivajirao S Jondhale Polytechnic Dombivli,Diploma,Electrical Engineering,66%,OBC,Thane Maharashtra,2025
Shivajirao S Jondhale Polytechnic Dombivli,Diploma,Electrical Engineering,61%,SC,Thane Maharashtra,2025
Shivajirao S Jondhale Polytechnic Dombivli,Diploma,Electrical Engineering,57%,ST,Thane Maharashtra,2025
S S Jondhale Polytechnic Asangaon,Diploma,Automobile Engineering,65%,General,Thane Maharashtra,2025
S S Jondhale Polytechnic Asangaon,Diploma,Automobile Engineering,61%,OBC,Thane Maharashtra,2025
S S Jondhale Polytechnic Asangaon,Diploma,Automobile Engineering,56%,SC,Thane Maharashtra,2025
S S Jondhale Polytechnic Asangaon,Diploma,Automobile Engineering,52%,ST,Thane Maharashtra,2025
Shree Ramchandra Polytechnic Lonikand,Diploma,Mechanical Engineering,64%,General,Pune Maharashtra,2025
Shree Ramchandra Polytechnic Lonikand,Diploma,Mechanical Engineering,60%,OBC,Pune Maharashtra,2025
Shree Ramchandra Polytechnic Lonikand,Diploma,Mechanical Engineering,55%,SC,Pune Maharashtra,2025
Shree Ramchandra Polytechnic Lonikand,Diploma,Mechanical Engineering,51%,ST,Pune Maharashtra,2025
Jaywant Polytechnic Hadapsar,Diploma,Computer Engineering,72%,General,Pune Maharashtra,2025
Jaywant Polytechnic Hadapsar,Diploma,Computer Engineering,68%,OBC,Pune Maharashtra,2025
Jaywant Polytechnic Hadapsar,Diploma,Computer Engineering,63%,SC,Pune Maharashtra,2025
Jaywant Polytechnic Hadapsar,Diploma,Computer Engineering,59%,ST,Pune Maharashtra,2025
Siddhant Polytechnic Sudumbre,Diploma,Information Technology,70%,General,Pune Maharashtra,2025
Siddhant Polytechnic Sudumbre,Diploma,Information Technology,66%,OBC,Pune Maharashtra,2025
Siddhant Polytechnic Sudumbre,Diploma,Information Technology,61%,SC,Pune Maharashtra,2025
Siddhant Polytechnic Sudumbre,Diploma,Information Technology,57%,ST,Pune Maharashtra,2025
Zeal Polytechnic Narhe,Diploma,Electronics Engineering,74%,General,Pune Maharashtra,2025
Zeal Polytechnic Narhe,Diploma,Electronics Engineering,70%,OBC,Pune Maharashtra,2025
Zeal Polytechnic Narhe,Diploma,Electronics Engineering,65%,SC,Pune Maharashtra,2025
Zeal Polytechnic Narhe,Diploma,Electronics Engineering,61%,ST,Pune Maharashtra,2025
Gokhale Education Society Polytechnic Nashik,Diploma,Computer Engineering,76%,General,Nashik Maharashtra,2025
Gokhale Education Society Polytechnic Nashik,Diploma,Computer Engineering,72%,OBC,Nashik Maharashtra,2025
Gokhale Education Society Polytechnic Nashik,Diploma,Computer Engineering,67%,SC,Nashik Maharashtra,2025
Gokhale Education Society Polytechnic Nashik,Diploma,Computer Engineering,63%,ST,Nashik Maharashtra,2025
MET Polytechnic Bhujbal Knowledge City,Diploma,Information Technology,74%,General,Nashik Maharashtra,2025
MET Polytechnic Bhujbal Knowledge City,Diploma,Information Technology,70%,OBC,Nashik Maharashtra,2025
MET Polytechnic Bhujbal Knowledge City,Diploma,Information Technology,65%,SC,Nashik Maharashtra,2025
MET Polytechnic Bhujbal Knowledge City,Diploma,Information Technology,61%,ST,Nashik Maharashtra,2025
K K Wagh Polytechnic Nashik,Diploma,Mechanical Engineering,78%,General,Nashik Maharashtra,2025
K K Wagh Polytechnic Nashik,Diploma,Mechanical Engineering,74%,OBC,Nashik Maharashtra,2025
K K Wagh Polytechnic Nashik,Diploma,Mechanical Engineering,69%,SC,Nashik Maharashtra,2025
K K Wagh Polytechnic Nashik,Diploma,Mechanical Engineering,65%,ST,Nashik Maharashtra,2025
Sharad Institute of Technology Polytechnic Yadrav,Diploma,Electrical Engineering,72%,General,Kolhapur Maharashtra,2025
Sharad Institute of Technology Polytechnic Yadrav,Diploma,Electrical Engineering,68%,OBC,Kolhapur Maharashtra,2025
Sharad Institute of Technology Polytechnic Yadrav,Diploma,Electrical Engineering,63%,SC,Kolhapur Maharashtra,2025
Sharad Institute of Technology Polytechnic Yadrav,Diploma,Electrical Engineering,59%,ST,Kolhapur Maharashtra,2025
Tatyasaheb Kore Polytechnic Warananagar,Diploma,Electronics Engineering,70%,General,Kolhapur Maharashtra,2025
Tatyasaheb Kore Polytechnic Warananagar,Diploma,Electronics Engineering,66%,OBC,Kolhapur Maharashtra,2025
Tatyasaheb Kore Polytechnic Warananagar,Diploma,Electronics Engineering,61%,SC,Kolhapur Maharashtra,2025
Tatyasaheb Kore Polytechnic Warananagar,Diploma,Electronics Engineering,57%,ST,Kolhapur Maharashtra,2025
Ashokrao Mane Polytechnic Vathar,Diploma,Automobile Engineering,68%,General,Kolhapur Maharashtra,2025
Ashokrao Mane Polytechnic Vathar,Diploma,Automobile Engineering,64%,OBC,Kolhapur Maharashtra,2025
Ashokrao Mane Polytechnic Vathar,Diploma,Automobile Engineering,59%,SC,Kolhapur Maharashtra,2025
Ashokrao Mane Polytechnic Vathar,Diploma,Automobile Engineering,55%,ST,Kolhapur Maharashtra,2025
Sanjay Gandhi Polytechnic Latur,Diploma,Civil Engineering,60%,General,Latur Maharashtra,2025
Sanjay Gandhi Polytechnic Latur,Diploma,Civil Engineering,56%,OBC,Latur Maharashtra,2025
Sanjay Gandhi Polytechnic Latur,Diploma,Civil Engineering,51%,SC,Latur Maharashtra,2025
Sanjay Gandhi Polytechnic Latur,Diploma,Civil Engineering,47%,ST,Latur Maharashtra,2025
Matoshri Polytechnic Nanded,Diploma,Mechanical Engineering,58%,General,Nanded Maharashtra,2025
Matoshri Polytechnic Nanded,Diploma,Mechanical Engineering,54%,OBC,Nanded Maharashtra,2025
Matoshri Polytechnic Nanded,Diploma,Mechanical Engineering,49%,SC,Nanded Maharashtra,2025
Matoshri Polytechnic Nanded,Diploma,Mechanical Engineering,45%,ST,Nanded Maharashtra,2025
Gramin Polytechnic Vishnupuri,Diploma,Electrical Engineering,56%,General,Nanded Maharashtra,2025
Gramin Polytechnic Vishnupuri,Diploma,Electrical Engineering,52%,OBC,Nanded Maharashtra,2025
Gramin Polytechnic Vishnupuri,Diploma,Electrical Engineering,47%,SC,Nanded Maharashtra,2025
Gramin Polytechnic Vishnupuri,Diploma,Electrical Engineering,43%,ST,Nanded Maharashtra,2025
Shivneri Polytechnic Khanapur,Diploma,Electronics Engineering,55%,General,Sangli Maharashtra,2025
Shivneri Polytechnic Khanapur,Diploma,Electronics Engineering,51%,OBC,Sangli Maharashtra,2025
Shivneri Polytechnic Khanapur,Diploma,Electronics Engineering,46%,SC,Sangli Maharashtra,2025
Shivneri Polytechnic Khanapur,Diploma,Electronics Engineering,42%,ST,Sangli Maharashtra,2025
Rajarambapu Polytechnic Islampur,Diploma,Mechanical Engineering,62%,General,Sangli Maharashtra,2025
Rajarambapu Polytechnic Islampur,Diploma,Mechanical Engineering,58%,OBC,Sangli Maharashtra,2025
Rajarambapu Polytechnic Islampur,Diploma,Mechanical Engineering,53%,SC,Sangli Maharashtra,2025
Rajarambapu Polytechnic Islampur,Diploma,Mechanical Engineering,49%,ST,Sangli Maharashtra,2025
Government Law College Mumbai,Law,BA LLB,99.20 %ile,General,Mumbai Maharashtra,2025
Government Law College Mumbai,Law,BA LLB,97.50 %ile,OBC,Mumbai Maharashtra,2025
Government Law College Mumbai,Law,BA LLB,95.80 %ile,SC,Mumbai Maharashtra,2025
Government Law College Mumbai,Law,BA LLB,94.20 %ile,ST,Mumbai Maharashtra,2025
ILS Law College Pune,Law,BA LLB,99.10 %ile,General,Pune Maharashtra,2025
ILS Law College Pune,Law,BA LLB,97.20 %ile,OBC,Pune Maharashtra,2025
ILS Law College Pune,Law,BA LLB,95.40 %ile,SC,Pune Maharashtra,2025
ILS Law College Pune,Law,BA LLB,93.80 %ile,ST,Pune Maharashtra,2025
Symbiosis Law School Pune,Law,BA LLB,98.90 %ile,General,Pune Maharashtra,2025
Symbiosis Law School Pune,Law,BA LLB,96.80 %ile,OBC,Pune Maharashtra,2025
Symbiosis Law School Pune,Law,BA LLB,94.90 %ile,SC,Pune Maharashtra,2025
Symbiosis Law School Pune,Law,BA LLB,93.20 %ile,ST,Pune Maharashtra,2025
DES Shri Navalmal Firodia Law College Pune,Law,BA LLB,97.40 %ile,General,Pune Maharashtra,2025
DES Shri Navalmal Firodia Law College Pune,Law,BA LLB,95.60 %ile,OBC,Pune Maharashtra,2025
DES Shri Navalmal Firodia Law College Pune,Law,BA LLB,93.70 %ile,SC,Pune Maharashtra,2025
DES Shri Navalmal Firodia Law College Pune,Law,BA LLB,92.10 %ile,ST,Pune Maharashtra,2025
KC Law College Mumbai,Law,BCom LLB,96.20 %ile,General,Mumbai Maharashtra,2025
KC Law College Mumbai,Law,BCom LLB,94.40 %ile,OBC,Mumbai Maharashtra,2025
KC Law College Mumbai,Law,BCom LLB,92.60 %ile,SC,Mumbai Maharashtra,2025
KC Law College Mumbai,Law,BCom LLB,91.00 %ile,ST,Mumbai Maharashtra,2025
Rizvi Law College Mumbai,Law,BCom LLB,94.80 %ile,General,Mumbai Maharashtra,2025
Rizvi Law College Mumbai,Law,BCom LLB,92.90 %ile,OBC,Mumbai Maharashtra,2025
Rizvi Law College Mumbai,Law,BCom LLB,91.10 %ile,SC,Mumbai Maharashtra,2025
Rizvi Law College Mumbai,Law,BCom LLB,89.60 %ile,ST,Mumbai Maharashtra,2025
University of Mumbai Law Academy,Law,BBA LLB,95.70 %ile,General,Mumbai Maharashtra,2025
University of Mumbai Law Academy,Law,BBA LLB,93.90 %ile,OBC,Mumbai Maharashtra,2025
University of Mumbai Law Academy,Law,BBA LLB,92.00 %ile,SC,Mumbai Maharashtra,2025
University of Mumbai Law Academy,Law,BBA LLB,90.50 %ile,ST,Mumbai Maharashtra,2025
Dr DY Patil Law College Navi Mumbai,Law,BBA LLB,92.40 %ile,General,Navi Mumbai Maharashtra,2025
Dr DY Patil Law College Navi Mumbai,Law,BBA LLB,90.60 %ile,OBC,Navi Mumbai Maharashtra,2025
Dr DY Patil Law College Navi Mumbai,Law,BBA LLB,88.90 %ile,SC,Navi Mumbai Maharashtra,2025
Dr DY Patil Law College Navi Mumbai,Law,BBA LLB,87.40 %ile,ST,Navi Mumbai Maharashtra,2025
Modern Law College Pune,Law,BSc LLB,93.60 %ile,General,Pune Maharashtra,2025
Modern Law College Pune,Law,BSc LLB,91.80 %ile,OBC,Pune Maharashtra,2025
Modern Law College Pune,Law,BSc LLB,90.10 %ile,SC,Pune Maharashtra,2025
Modern Law College Pune,Law,BSc LLB,88.70 %ile,ST,Pune Maharashtra,2025
Government Law College Nagpur,Law,BA LLB,94.20 %ile,General,Nagpur Maharashtra,2025
Government Law College Nagpur,Law,BA LLB,92.40 %ile,OBC,Nagpur Maharashtra,2025
Government Law College Nagpur,Law,BA LLB,90.70 %ile,SC,Nagpur Maharashtra,2025
Government Law College Nagpur,Law,BA LLB,89.10 %ile,ST,Nagpur Maharashtra,2025
Dr Babasaheb Ambedkar Law College Aurangabad,Law,BA LLB,90.80 %ile,General,Aurangabad Maharashtra,2025
Dr Babasaheb Ambedkar Law College Aurangabad,Law,BA LLB,89.00 %ile,OBC,Aurangabad Maharashtra,2025
Dr Babasaheb Ambedkar Law College Aurangabad,Law,BA LLB,87.30 %ile,SC,Aurangabad Maharashtra,2025
Dr Babasaheb Ambedkar Law College Aurangabad,Law,BA LLB,85.90 %ile,ST,Aurangabad Maharashtra,2025
Shankarrao Chavan Law College Nanded,Law,BCom LLB,89.60 %ile,General,Nanded Maharashtra,2025
Shankarrao Chavan Law College Nanded,Law,BCom LLB,87.80 %ile,OBC,Nanded Maharashtra,2025
Shankarrao Chavan Law College Nanded,Law,BCom LLB,86.10 %ile,SC,Nanded Maharashtra,2025
Shankarrao Chavan Law College Nanded,Law,BCom LLB,84.70 %ile,ST,Nanded Maharashtra,2025
SNDT Women’s University Law College,Law,BA LLB,96.80 %ile,General,Mumbai Maharashtra,2025
SNDT Women’s University Law College,Law,BA LLB,94.90 %ile,OBC,Mumbai Maharashtra,2025
SNDT Women’s University Law College,Law,BA LLB,93.10 %ile,SC,Mumbai Maharashtra,2025
SNDT Women’s University Law College,Law,BA LLB,91.60 %ile,ST,Mumbai Maharashtra,2025
Dr Babasaheb Ambedkar College of Law Nagpur,Law,BA LLB,91.20 %ile,General,Nagpur Maharashtra,2025
Dr Babasaheb Ambedkar College of Law Nagpur,Law,BA LLB,89.40 %ile,OBC,Nagpur Maharashtra,2025
Dr Babasaheb Ambedkar College of Law Nagpur,Law,BA LLB,87.60 %ile,SC,Nagpur Maharashtra,2025
Dr Babasaheb Ambedkar College of Law Nagpur,Law,BA LLB,86.10 %ile,ST,Nagpur Maharashtra,2025
Shri Shivaji Law College Amravati,Law,BA LLB,90.40 %ile,General,Amravati Maharashtra,2025
Shri Shivaji Law College Amravati,Law,BA LLB,88.60 %ile,OBC,Amravati Maharashtra,2025
Shri Shivaji Law College Amravati,Law,BA LLB,86.90 %ile,SC,Amravati Maharashtra,2025
Shri Shivaji Law College Amravati,Law,BA LLB,85.30 %ile,ST,Amravati Maharashtra,2025
New Law College Bharati Vidyapeeth Pune,Law,BA LLB,95.60 %ile,General,Pune Maharashtra,2025
New Law College Bharati Vidyapeeth Pune,Law,BA LLB,93.80 %ile,OBC,Pune Maharashtra,2025
New Law College Bharati Vidyapeith Pune,Law,BA LLB,92.10 %ile,SC,Pune Maharashtra,2025
New Law College Bharati Vidyapeeth Pune,Law,BA LLB,90.70 %ile,ST,Pune Maharashtra,2025
Dr DY Patil College of Law Akurdi,Law,BBA LLB,92.80 %ile,General,Pune Maharashtra,2025
Dr DY Patil College of Law Akurdi,Law,BBA LLB,91.00 %ile,OBC,Pune Maharashtra,2025
Dr DY Patil College of Law Akurdi,Law,BBA LLB,89.20 %ile,SC,Pune Maharashtra,2025
Dr DY Patil College of Law Akurdi,Law,BBA LLB,87.70 %ile,ST,Pune Maharashtra,2025
Sinhgad Law College Pune,Law,BA LLB,91.60 %ile,General,Pune Maharashtra,2025
Sinhgad Law College Pune,Law,BA LLB,89.80 %ile,OBC,Pune Maharashtra,2025
Sinhgad Law College Pune,Law,BA LLB,88.10 %ile,SC,Pune Maharashtra,2025
Sinhgad Law College Pune,Law,BA LLB,86.50 %ile,ST,Pune Maharashtra,2025
Dr DY Patil Law College Pimpri,Law,BCom LLB,90.10 %ile,General,Pune Maharashtra,2025
Dr DY Patil Law College Pimpri,Law,BCom LLB,88.30 %ile,OBC,Pune Maharashtra,2025
Dr DY Patil Law College Pimpri,Law,BCom LLB,86.60 %ile,SC,Pune Maharashtra,2025
Dr DY Patil Law College Pimpri,Law,BCom LLB,85.10 %ile,ST,Pune Maharashtra,2025
Pratibha Law College Chandrapur,Law,BA LLB,88.90 %ile,General,Chandrapur Maharashtra,2025
Pratibha Law College Chandrapur,Law,BA LLB,87.10 %ile,OBC,Chandrapur Maharashtra,2025
Pratibha Law College Chandrapur,Law,BA LLB,85.40 %ile,SC,Chandrapur Maharashtra,2025
